Name,Date_of_birth,Opening_date,Expiry_date,Credit_limit,Statement_balance,Available_credit
Phyllis Young,1981-11-08,2016-06-28,2021-06-28,98500.0,16436.01,82063.99
Darlene Meyer,1935-11-16,2019-05-16,2024-05-16,31000.0,27096.07,3903.9300000000003
Linda Lysak,1927-01-17,2003-12-31,2008-12-31,71500.0,47485.6,24014.4
William Tate,1997-09-08,2017-01-06,2022-01-06,70000.0,22823.81,47176.19
Gertrude William,1961-07-09,2008-06-19,2013-06-19,75000.0,21086.15,53913.85
Jessie Blakemore,1961-03-26,2011-05-19,2016-05-19,70000.0,66810.03,3189.970000000001
Louis Stevenson,1972-01-03,2018-12-16,2023-12-16,8500.0,6300.21,2199.79
Geneva Myers,1950-01-25,2021-08-14,2026-08-14,7500.0,370.43,7129.57
Gerald Dube,1990-09-25,2022-10-16,2027-10-16,29500.0,14744.94,14755.06
Charles Mullen,1979-05-09,2019-03-25,2024-03-25,51000.0,44535.84,6464.1600000000035
Antonia Cowles,1945-01-16,2022-07-19,2027-07-19,8500.0,7982.4,517.6000000000004
Elizabeth Sample,1947-01-06,2011-08-16,2016-08-16,81000.0,41194.61,39805.39
Linda Neblett,1916-07-10,2009-03-09,2014-03-09,92000.0,30146.86,61853.14
Henry Diaz,1955-04-06,2000-07-16,2005-07-16,83500.0,68721.21,14778.789999999994
Mary Carter,1980-07-31,2020-06-03,2025-06-03,33500.0,8324.62,25175.379999999997
James White,1952-01-28,2014-09-30,2019-09-30,10000.0,4929.72,5070.28
Robert Edwards,1954-02-26,2007-06-23,2012-06-23,28000.0,19193.17,8806.830000000002
Earline Bosse,1914-01-01,2004-03-02,2009-03-02,75000.0,73222.66,1777.3399999999965
Mary Murphy,1966-04-14,2012-08-22,2017-08-22,17500.0,65.14,17434.86
Travis Lopez,1991-04-28,2013-06-12,2018-06-12,13000.0,3988.05,9011.95
Deborah Watson,1960-08-24,2012-05-23,2017-05-23,69000.0,22356.03,46643.97
Marcia Bowman,1991-09-15,2014-07-15,2019-07-15,79000.0,19105.81,59894.19
Emily Resnick,1937-04-03,2004-10-22,2009-10-22,44000.0,36473.71,7526.290000000001
Christine Peel,1966-02-13,2018-10-05,2023-10-05,57000.0,48418.14,8581.86
Beth Jones,1940-07-06,2009-08-20,2014-08-20,13500.0,7269.07,6230.93
William Lopez,1952-09-11,2000-10-12,2005-10-12,97000.0,6570.28,90429.72
George Taylor,1930-10-22,2015-03-14,2020-03-14,24000.0,23962.47,37.529999999998836
Alpha Mowery,1942-08-27,2016-01-21,2021-01-21,45000.0,12550.4,32449.6
Harry Dimmick,1970-09-09,2003-06-06,2008-06-06,32000.0,3737.73,28262.27
Nathaniel Barbin,1991-09-10,2013-11-05,2018-11-05,6000.0,2948.89,3051.11
Abraham Hudnall,1910-08-02,2002-09-25,2007-09-25,27000.0,23570.75,3429.25
Edna Burnett,1918-07-02,2006-01-17,2011-01-17,90500.0,70779.21,19720.789999999994
Audrey Hughes,1920-02-12,2016-04-30,2021-04-30,87500.0,73508.7,13991.300000000003
Ruth Seta,1920-01-04,2007-11-06,2012-11-06,90500.0,57480.22,33019.78
Bradley Miller,1933-12-26,2004-05-03,2009-05-03,63500.0,28241.0,35259.0
Michael Wright,1956-10-15,2001-06-06,2006-06-06,49000.0,3186.32,45813.68
Christine Askew,1924-07-05,2007-10-10,2012-10-10,33500.0,24684.51,8815.490000000002
Alicia White,1942-06-11,2015-05-06,2020-05-06,91000.0,6371.01,84628.99
Virginia Cannon,1919-07-27,2008-06-02,2013-06-02,26000.0,5219.81,20780.19
Kelly Moffatt,1952-08-18,2011-09-27,2016-09-27,45500.0,33436.64,12063.36
Brian Pruitt,1921-10-13,2009-01-01,2014-01-01,31500.0,15852.81,15647.19
Freddie Knight,1938-08-20,2021-05-19,2026-05-19,93000.0,20436.99,72563.01
Michael Banda,1919-12-18,2016-06-18,2021-06-18,9500.0,6615.46,2884.54
Stuart Mckee,1948-02-04,2010-12-06,2015-12-06,34000.0,2743.49,31256.510000000002
Linda Gordon,1980-05-13,2007-08-11,2012-08-11,18500.0,13700.23,4799.77
Nicholas Ingalls,1939-04-25,2008-04-28,2013-04-28,92000.0,32591.91,59408.09
John Vanwassenhove,1945-06-05,2003-03-10,2008-03-10,48500.0,47527.18,972.8199999999997
Sharon Green,1922-03-25,2021-08-28,2026-08-28,23000.0,15385.08,7614.92
Blanche Blanche,1955-02-18,2006-11-28,2011-11-28,94500.0,72696.71,21803.289999999994
Dianna Davis,1918-08-07,2017-03-09,2022-03-09,39000.0,19650.99,19349.01
Brittanie Stricklin,1967-10-04,2021-08-19,2026-08-19,33000.0,24415.66,8584.34
Sammy Ulrich,1966-11-11,2000-05-19,2005-05-19,93500.0,73921.64,19578.36
Mary Henderson,1978-07-20,2015-01-25,2020-01-25,67000.0,49595.82,17404.18
Marlena Morgan,1922-09-14,2004-04-30,2009-04-30,15000.0,3100.49,11899.51
Ethel Nunez,1957-03-08,2007-11-07,2012-11-07,44500.0,26633.87,17866.13
Courtney Skinner,1984-10-02,2007-04-27,2012-04-27,35000.0,33964.45,1035.550000000003
Pauline Combs,1974-07-26,2002-11-21,2007-11-21,53000.0,45790.26,7209.739999999998
Robert Reynolds,1965-04-21,2000-04-18,2005-04-18,87500.0,4678.14,82821.86
Norma Snider,1972-01-10,2019-07-11,2024-07-11,42000.0,32952.46,9047.54
Joy Mccarthy,1958-12-27,2009-09-09,2014-09-09,59500.0,38222.05,21277.949999999997
John Holzer,1935-04-04,2012-01-10,2017-01-10,32500.0,26752.72,5747.279999999999
Mark Betz,1998-05-14,2021-10-24,2026-10-24,71500.0,4632.69,66867.31
Sandra Drew,1943-02-10,2000-12-13,2005-12-13,64000.0,28715.91,35284.09
Barbara Warren,1916-08-26,2000-04-19,2005-04-19,87000.0,27179.3,59820.7
Matthew Espinoza,1977-05-19,2004-04-20,2009-04-20,67500.0,61125.62,6374.379999999997
Ricardo Barrett,1953-02-01,2012-02-24,2017-02-24,6000.0,666.61,5333.39
Becky Smith,1984-05-13,2020-03-03,2025-03-03,46000.0,23833.43,22166.57
Lisa Hess,1922-02-24,2000-07-19,2005-07-19,28000.0,15507.95,12492.05
Florence Albee,1930-02-08,2020-09-03,2025-09-03,67000.0,36659.11,30340.89
Charles Ayer,1916-05-12,2015-11-26,2020-11-26,21500.0,6595.08,14904.92
Gordon Mcneil,1952-08-13,2022-01-04,2027-01-04,66000.0,52037.11,13962.89
Sarah Bullock,1979-06-06,2015-04-16,2020-04-16,20500.0,10602.76,9897.24
Katie Jordan,1982-01-25,2004-06-02,2009-06-02,58000.0,5243.31,52756.69
Elmer Wittels,1951-06-30,2000-08-02,2005-08-02,48000.0,4122.76,43877.24
Raymond Flowers,1969-12-12,2017-12-09,2022-12-09,61500.0,37193.84,24306.160000000003
Anna Coffey,1980-01-20,2003-10-26,2008-10-26,88000.0,8327.83,79672.17
Jacqueline Rubin,1937-09-03,2021-04-14,2026-04-14,6500.0,66.58,6433.42
Elizabeth Cone,1978-07-08,2014-01-02,2019-01-02,80000.0,44668.48,35331.52
Richard Morton,1952-08-09,2016-01-29,2021-01-29,67500.0,45213.55,22286.449999999997
Betty Castro,1947-09-10,2015-08-23,2020-08-23,80000.0,65278.45,14721.550000000003
Frank Penna,1944-07-01,2005-10-13,2010-10-13,59500.0,29798.21,29701.79
Rene Nicholson,1931-06-11,2005-11-04,2010-11-04,85500.0,11989.7,73510.3
Rose Simmons,1913-12-05,2009-10-25,2014-10-25,71500.0,68324.42,3175.5800000000017
Sharon Green,1963-01-21,2015-11-30,2020-11-30,24500.0,14699.67,9800.33
Sherri Crutcher,1943-08-24,2013-04-05,2018-04-05,10500.0,7410.6,3089.3999999999996
Ronald Jones,1931-07-22,2000-05-21,2005-05-21,22000.0,6863.86,15136.14
Amy House,1949-07-11,2020-07-18,2025-07-18,67500.0,24022.14,43477.86
Jerome Clark,1926-04-09,2015-03-08,2020-03-08,71500.0,50141.02,21358.980000000003
Joann Scott,1931-02-10,2007-12-20,2012-12-20,37500.0,25568.92,11931.080000000002
Ashley Darbonne,1970-04-30,2010-09-04,2015-09-04,38500.0,3297.75,35202.25
Gerald Carter,1956-08-03,2011-03-16,2016-03-16,69500.0,13813.4,55686.6
John Carroll,1960-07-29,2011-12-14,2016-12-14,94000.0,76430.19,17569.809999999998
David Mason,1980-09-29,2010-12-25,2015-12-25,19500.0,8076.0,11424.0
John Thibeault,1967-07-21,2022-12-04,2027-12-04,65000.0,42245.39,22754.61
John Hunter,1950-05-10,2010-06-29,2015-06-29,77500.0,12368.16,65131.84
Philip Dudas,1930-07-14,2002-09-08,2007-09-08,59500.0,45323.28,14176.720000000001
Catherine Shaver,1979-06-22,2012-08-09,2017-08-09,51500.0,4832.85,46667.15
Vicki Coats,1979-09-20,2000-01-21,2005-01-21,1500.0,881.0,619.0
Janelle Overbaugh,1930-10-17,2020-05-04,2025-05-04,44000.0,41617.44,2382.5599999999977
Nicole Kelley,1986-06-08,2017-02-14,2022-02-14,64000.0,45588.75,18411.25
James Mangham,1990-06-11,2019-09-08,2024-09-08,23000.0,9747.97,13252.03
Magan Fields,1965-01-08,2004-06-24,2009-06-24,84500.0,10647.83,73852.17
Mark Dacey,1922-02-28,2008-12-03,2013-12-03,40000.0,20582.01,19417.99
Chris Ward,1927-06-28,2014-04-18,2019-04-18,37000.0,7401.83,29598.17
Beatrice Olmstead,1973-09-12,2007-03-03,2012-03-03,51000.0,40500.9,10499.099999999999
Linda Paz,1925-05-27,2004-12-22,2009-12-22,50000.0,33226.59,16773.410000000003
Yvonne Spencer,1925-02-28,2001-12-10,2006-12-10,89000.0,81957.54,7042.460000000006
Nadine Long,1965-09-01,2004-01-12,2009-01-12,36000.0,13523.13,22476.870000000003
Steven Simas,1943-01-10,2017-07-05,2022-07-05,6000.0,4161.28,1838.7200000000003
Ernestine Wilson,1959-10-17,2014-11-04,2019-11-04,88000.0,74371.17,13628.830000000002
Heather Adams,1920-03-11,2006-08-22,2011-08-22,60500.0,10438.67,50061.33
Herschel Holdren,1948-07-31,2011-11-29,2016-11-29,48500.0,5849.18,42650.82
Benjamin Trinidad,1914-01-23,2006-02-12,2011-02-12,92500.0,25899.22,66600.78
Walter Adkins,1957-12-10,2014-10-31,2019-10-31,72000.0,59888.4,12111.599999999999
Sarah Stephens,1961-04-16,2008-04-30,2013-04-30,28000.0,15884.88,12115.12
Felix Imai,1935-10-28,2009-08-20,2014-08-20,94500.0,86582.18,7917.820000000007
Refugio Bump,1956-11-05,2018-11-02,2023-11-02,66500.0,46424.42,20075.58
Richard Felder,1923-07-08,2011-09-09,2016-09-09,90500.0,12635.68,77864.32
Lisa Auker,1987-03-28,2017-07-28,2022-07-28,25500.0,410.62,25089.38
Heidi Luby,1996-02-24,2020-01-24,2025-01-24,88000.0,29738.35,58261.65
Mario Salmon,1941-11-18,2018-10-17,2023-10-17,32000.0,3735.28,28264.72
Joshua Hymes,1911-03-17,2002-02-04,2007-02-04,56000.0,29182.22,26817.78
Tony Beasley,1995-06-10,2021-08-21,2026-08-21,33000.0,8212.15,24787.85
Gary Worthey,1941-03-19,2006-02-15,2011-02-15,61000.0,58099.04,2900.959999999999
John Sanders,1933-05-16,2008-03-31,2013-03-31,61000.0,38685.08,22314.92
Raymond Skinner,1971-06-23,2006-06-09,2011-06-09,27000.0,8291.17,18708.83
Robin Long,1988-10-24,2017-07-09,2022-07-09,58500.0,47697.16,10802.839999999997
Georgina Head,1959-09-16,2002-12-07,2007-12-07,46000.0,24124.5,21875.5
Li Avila,1965-08-10,2000-11-03,2005-11-03,61000.0,24740.4,36259.6
Jacob Simmons,1956-06-20,2002-01-13,2007-01-13,95500.0,80225.2,15274.800000000003
David Mcspadden,1963-04-16,2004-06-29,2009-06-29,55500.0,34451.56,21048.440000000002
Lori Haines,1941-09-17,2005-07-14,2010-07-14,56000.0,31614.64,24385.36
Yolanda Hart,1980-01-13,2004-01-09,2009-01-09,5000.0,397.29,4602.71
Carol Spain,1936-12-08,2015-08-04,2020-08-04,40500.0,33874.87,6625.129999999997
Kimberly Wong,1988-09-08,2006-10-06,2011-10-06,66000.0,43147.28,22852.72
Gary Steichen,1958-01-22,2000-05-11,2005-05-11,85000.0,34235.33,50764.67
Rachel Nathan,1981-02-07,2003-03-26,2008-03-26,5000.0,4776.83,223.17000000000007
Walter Byerly,1950-12-17,2006-09-23,2011-09-23,91000.0,496.03,90503.97
Raymond Towle,1914-07-22,2001-02-28,2006-02-28,46500.0,11398.55,35101.45
Keith Lyle,1933-07-10,2012-06-11,2017-06-11,94000.0,6361.86,87638.14
Lai Johnson,1981-04-09,2000-10-05,2005-10-05,88500.0,41614.4,46885.6
Diane Graves,1952-01-13,2016-09-21,2021-09-21,37000.0,6276.41,30723.59
John Harber,1952-08-13,2006-06-23,2011-06-23,68000.0,37144.31,30855.690000000002
George Henry,1948-08-15,2015-03-21,2020-03-21,5000.0,3348.83,1651.17
Jack Zaragoza,1944-08-15,2007-06-20,2012-06-20,16000.0,6702.6,9297.4
Millie Vazquez,1914-12-09,2013-10-13,2018-10-13,75500.0,33196.8,42303.2
Benjamin Olsen,1986-11-16,2011-08-03,2016-08-03,22000.0,20944.65,1055.3499999999985
Tiffany Venhorst,1957-06-16,2020-06-30,2025-06-30,79500.0,9385.26,70114.74
Becky Collins,1928-05-06,2006-11-18,2011-11-18,61000.0,55552.74,5447.260000000002
Vera Wagner,1941-01-08,2013-06-09,2018-06-09,82000.0,5793.88,76206.12
John Marsh,1962-06-29,2009-05-01,2014-05-01,92500.0,19337.34,73162.66
Mary Tachauer,1967-11-21,2000-01-23,2005-01-23,43500.0,3811.33,39688.67
Clinton Spann,1949-03-17,2020-12-04,2025-12-04,71500.0,14020.97,57479.03
George Frost,1977-02-16,2003-02-19,2008-02-19,84500.0,82092.46,2407.5399999999936
Joseph Herman,1941-09-26,2007-07-26,2012-07-26,31500.0,3499.05,28000.95
Maria King,1931-07-16,2001-01-12,2006-01-12,9500.0,7468.71,2031.29
Cherryl Brauer,1921-01-31,2013-01-25,2018-01-25,34000.0,14430.69,19569.309999999998
Kenneth Brannan,1979-03-26,2013-07-03,2018-07-03,69500.0,27018.51,42481.490000000005
Carlos Harvey,1963-10-13,2014-11-10,2019-11-10,68000.0,2701.58,65298.42
Teresa Norton,1925-01-10,2007-01-01,2012-01-01,19000.0,2614.15,16385.85
Charles Tompkins,1935-01-27,2015-03-22,2020-03-22,75000.0,63738.18,11261.82
